elapsed sec.,power,temp. sensor,tmu avg
0,0,66,34406
2,0,67,34411
4,0,67,34411
6,0,67,34399
8,0,67,34390
11,0,67,34388
13,0,67,34388
15,0,67,34381
17,0,67,34366
20,0,67,34363
22,0,68,34363
24,0,68,34360
26,0,68,34384
28,0,68,34401
31,0,68,34376
33,0,68,34353
35,0,68,34362
37,0,68,34370
40,0,68,34365
42,0,69,34352
44,0,69,34342
46,0,69,34345
48,0,69,34352
51,0,69,34360
53,0,69,34368
55,0,69,34370
57,0,69,34364
60,0,69,34362
62,0,69,34363
64,0,70,34361
66,0,70,34350
68,0,70,34346
71,0,70,34352
73,0,70,34347
75,0,70,34344
77,0,70,34346
80,0,70,34347
82,0,70,34351
84,0,70,34357
86,0,71,34361
88,0,71,34358
91,0,71,34351
93,0,71,34334
95,0,71,34329
97,0,71,34342
100,0,71,34347
102,0,71,34347
104,0,71,34351
106,0,71,34359
108,0,72,34351
111,0,72,34335
113,0,72,34327
115,0,72,34329
117,0,72,34328
120,0,72,34322
122,0,72,34317
124,0,72,34319
126,0,72,34323
128,0,72,34323
131,0,72,34318
133,0,73,34316
135,0,73,34328
137,0,73,34338
140,0,73,34333
142,0,73,34322
144,0,73,34328
146,0,73,34324
148,0,73,34320
151,0,73,34329
153,0,73,34326
155,0,74,34313
157,0,74,34305
160,0,74,34297
162,0,74,34288
164,0,74,34285
166,0,74,34285
168,0,74,34278
171,0,74,34273
173,0,74,34284
175,0,74,34299
177,0,74,34302
180,0,74,34296
182,0,75,34292
184,0,75,34303
186,0,75,34301
188,0,75,34289
191,0,75,34296
193,0,75,34296
195,0,75,34281
197,0,75,34271
200,0,75,34273
202,0,75,34276
204,0,75,34291
206,0,76,34293
208,0,76,34286
211,0,76,34287
213,0,76,34287
215,0,76,34290
217,0,76,34291
220,0,76,34290
222,0,76,34282
224,0,76,34286
226,0,76,34293
228,0,76,34293
231,0,76,34299
233,0,77,34295
235,0,77,34289
237,0,77,34287
240,0,77,34275
242,0,77,34273
244,0,77,34281
246,0,77,34286
248,0,77,34286
251,0,77,34289
253,0,77,34288
255,0,77,34286
257,0,77,34283
260,0,78,34283
262,0,78,34291
264,0,78,34285
266,0,78,34282
268,0,78,34274
271,0,78,34270
273,0,78,34262
275,0,78,34254
277,0,78,34268
280,0,78,34274
282,0,78,34269
284,0,78,34263
286,0,79,34252
288,0,79,34256
291,0,79,34246
293,0,79,34237
295,0,79,34244
297,0,79,34234
300,0,79,34242
302,0,79,34264
304,0,79,34260
306,0,79,34247
308,0,79,34246
311,0,79,34242
313,0,79,34245
315,0,80,34251
317,0,80,34258
320,0,80,34267
322,0,80,34257
324,0,80,34239
326,0,80,34224
328,0,80,34226
331,0,80,34235
333,0,80,34238
335,0,80,34243
337,0,80,34237
340,0,80,34238
342,0,80,34243
344,0,80,34243
346,0,81,34244
348,0,81,34242
351,0,81,34241
353,0,81,34231
355,0,81,34229
357,0,81,34236
360,0,81,34241
362,0,81,34242
364,0,81,34243
366,0,81,34243
368,0,81,34245
371,0,81,34252
373,0,81,34248
375,0,81,34238
377,0,82,34228
380,0,82,34225
382,0,82,34225
384,0,82,34222
386,0,82,34228
389,0,82,34232
391,0,82,34232
393,0,82,34230
395,0,82,34227
397,0,82,34235
400,0,82,34228
402,0,82,34211
404,0,82,34216
406,0,83,34225
409,0,83,34221
411,0,83,34218
413,0,83,34223
415,0,83,34219
417,0,83,34219
420,0,83,34233
422,0,83,34236
424,0,83,34238
426,0,83,34225
429,0,83,34218
431,0,83,34225
433,0,83,34230
435,0,83,34229
437,0,84,34225
440,0,84,34232
442,0,84,34238
444,0,84,34235
446,0,84,34225
449,0,84,34224
451,0,84,34229
453,0,84,34225
455,0,84,34218
457,0,84,34210
460,0,84,34208
462,0,84,34212
464,0,84,34209
466,0,84,34206
469,0,84,34213
