elapsed sec.,core.v,core.i,core.duty,tmu.avg,tsens0,tsens1,power
0,998,34281,9921,35609,59,57963,1546
1,998,34281,9921,35568,59,57963,1546
1,998,34281,9921,35524,59,57963,1546
2,998,34281,9921,35471,59,57963,1546
2,998,34281,9921,35421,59,57963,1546
3,998,34281,9921,35369,59,57963,1546
3,998,34281,9921,35326,59,57963,1546
4,1003,33750,9968,35316,60,57979,1543
4,1003,33750,9968,35305,60,57979,1543
5,1003,33750,9968,35288,60,57979,1543
5,1003,33750,9968,35291,60,57979,1543
6,1003,33750,9968,35285,60,57979,1543
6,1003,33750,9968,35279,60,57979,1543
7,1003,33750,9968,35272,60,57979,1543
7,1019,35843,9796,35266,61,58010,1590
8,1019,35843,9796,35269,61,58010,1590
8,1019,35843,9796,35275,61,58010,1590
9,1019,35843,9796,35268,61,58010,1590
9,1019,35843,9796,35266,61,58010,1590
10,1019,35843,9796,35263,61,58010,1590
10,1019,35843,9796,35266,61,58010,1590
11,1001,34124,9953,35266,63,58050,1511
11,1001,34124,9953,35263,63,58050,1511
12,1001,34124,9953,35251,63,58050,1511
12,1001,34124,9953,35248,63,58050,1511
13,1001,34124,9953,35242,63,58050,1511
13,1001,34124,9953,35238,63,58050,1511
14,1001,34124,9953,35231,63,58050,1511
14,1003,32874,9937,35224,65,58042,1509
15,1003,32874,9937,35227,65,58042,1509
15,1003,32874,9937,35221,65,58042,1509
16,1003,32874,9937,35220,65,58042,1509
16,1003,32874,9937,35224,65,58042,1509
17,1003,32874,9937,35222,65,58042,1509
17,1003,32874,9937,35216,65,58042,1509
18,1001,35499,9953,35221,66,58082,1567
18,1001,35499,9953,35217,66,58082,1567
19,1001,35499,9953,35212,66,58082,1567
19,1001,35499,9953,35214,66,58082,1567
20,1001,35499,9953,35209,66,58082,1567
20,1001,35499,9953,35209,66,58082,1567
21,988,36437,9937,35210,68,58074,1638
21,988,36437,9937,35209,68,58074,1638
22,988,36437,9937,35201,68,58074,1638
22,988,36437,9937,35197,68,58074,1638
23,988,36437,9937,35200,68,58074,1638
23,988,36437,9937,35197,68,58074,1638
24,988,36437,9937,35201,68,58074,1638
24,982,34562,9882,35203,69,58090,1509
25,982,34562,9882,35199,69,58090,1509
25,982,34562,9882,35202,69,58090,1509
26,982,34562,9882,35200,69,58090,1509
26,982,34562,9882,35198,69,58090,1509
27,982,34562,9882,35198,69,58090,1509
27,982,34562,9882,35196,69,58090,1509
28,1003,36374,9921,35192,70,58098,1610
28,1003,36374,9921,35193,70,58098,1610
29,1003,36374,9921,35194,70,58098,1610
29,1003,36374,9921,35195,70,58098,1610
30,1003,36374,9921,35189,70,58098,1610
30,1003,36374,9921,35187,70,58098,1610
31,1003,36374,9921,35182,70,58098,1610
31,987,35655,10015,35186,71,58074,1591
32,987,35655,10015,35179,71,58074,1591
32,987,35655,10015,35175,71,58074,1591
33,987,35655,10015,35173,71,58074,1591
33,987,35655,10015,35174,71,58074,1591
34,987,35655,10015,35178,71,58074,1591
34,987,35655,10015,35178,71,58074,1591
35,1001,35468,10015,35170,72,58090,1602
35,1001,35468,10015,35171,72,58090,1602
36,1001,35468,10015,35174,72,58090,1602
36,1001,35468,10015,35176,72,58090,1602
37,1001,35468,10015,35176,72,58090,1602
37,1001,35468,10015,35171,72,58090,1602
38,1001,35468,10015,35174,72,58090,1602
38,1025,36093,9890,35181,73,58106,1670
39,1025,36093,9890,35176,73,58106,1670
39,1025,36093,9890,35178,73,58106,1670
40,1025,36093,9890,35173,73,58106,1670
40,1025,36093,9890,35168,73,58106,1670
41,1025,36093,9890,35160,73,58106,1670
41,1025,36093,9890,35152,73,58106,1670
42,1002,35312,10046,35146,73,58090,1596
42,1002,35312,10046,35147,73,58090,1596
43,1002,35312,10046,35137,73,58090,1596
43,1002,35312,10046,35135,73,58090,1596
44,1002,35312,10046,35132,73,58090,1596
44,1002,35312,10046,35137,73,58090,1596
45,995,35780,10007,35140,74,58114,1604
45,995,35780,10007,35138,74,58114,1604
46,995,35780,10007,35137,74,58114,1604
46,995,35780,10007,35138,74,58114,1604
47,995,35780,10007,35134,74,58114,1604
47,995,35780,10007,35143,74,58114,1604
48,995,35780,10007,35140,74,58114,1604
48,1002,36656,10046,35135,75,58114,1632
49,1002,36656,10046,35139,75,58114,1632
49,1002,36656,10046,35139,75,58114,1632
50,1002,36656,10046,35137,75,58114,1632
50,1002,36656,10046,35140,75,58114,1632
51,1002,36656,10046,35142,75,58114,1632
51,1002,36656,10046,35144,75,58114,1632
52,1001,35530,9929,35141,75,58106,1568
52,1001,35530,9929,35144,75,58106,1568
53,1001,35530,9929,35142,75,58106,1568
53,1001,35530,9929,35139,75,58106,1568
54,1001,35530,9929,35139,75,58106,1568
54,1001,35530,9929,35128,75,58106,1568
55,1001,35530,9929,35124,75,58106,1568
55,1005,34093,9828,35123,76,58121,1540
56,1005,34093,9828,35124,76,58121,1540
56,1005,34093,9828,35125,76,58121,1540
57,1005,34093,9828,35126,76,58121,1540
57,1005,34093,9828,35125,76,58121,1540
58,1005,34093,9828,35128,76,58121,1540
58,1005,34093,9828,35128,76,58121,1540
59,986,36093,9921,35129,77,58121,1609
59,986,36093,9921,35122,77,58121,1609
60,986,36093,9921,35116,77,58121,1609
60,986,36093,9921,35112,77,58121,1609
61,986,36093,9921,35116,77,58121,1609
61,986,36093,9921,35117,77,58121,1609
62,986,36093,9921,35114,77,58121,1609
62,1003,33968,10062,35110,77,58129,1543
63,1003,33968,10062,35116,77,58129,1543
63,1003,33968,10062,35118,77,58129,1543
64,1003,33968,10062,35117,77,58129,1543
64,1003,33968,10062,35119,77,58129,1543
65,1003,33968,10062,35119,77,58129,1543
65,1003,34968,9960,35121,2,58114,1543
66,1003,34968,9960,35127,78,58114,1548
66,1003,34968,9960,35123,78,58114,1548
67,1003,34968,9960,35124,78,58114,1548
67,1003,34968,9960,35123,78,58114,1548
68,1003,34968,9960,35120,78,58114,1548
68,1003,34968,9960,35127,78,58114,1548
69,1013,38999,9812,35129,78,58129,1763
69,1013,38999,9812,35126,78,58129,1763
70,1013,38999,9812,35127,78,58129,1763
70,1013,38999,9812,35127,78,58129,1763
71,1013,38999,9812,35126,78,58129,1763
71,1013,38999,9812,35125,78,58129,1763
72,1013,38999,9812,35119,78,58129,1763
72,1003,35374,10015,35118,79,58114,1589
73,1003,35374,10015,35113,79,58114,1589
73,1003,35374,10015,35113,79,58114,1589
74,1003,35374,10015,35107,79,58114,1589
74,1003,35374,10015,35111,79,58114,1589
75,1003,35374,10015,35110,79,58114,1589
75,1003,35374,10015,35111,79,58114,1589
76,1014,36374,9898,35111,79,58121,1616
76,1014,36374,9898,35113,79,58121,1616
77,1014,36374,9898,35117,79,58121,1616
77,1014,36374,9898,35113,79,58121,1616
78,1014,36374,9898,35109,79,58121,1616
78,1014,36374,9898,35106,79,58121,1616
79,1014,36374,9898,35107,79,58121,1616
79,1004,34968,9781,35104,79,58137,1566
80,1004,34968,9781,35104,79,58137,1566
80,1004,34968,9781,35113,79,58137,1566
81,1004,34968,9781,35111,79,58137,1566
81,1004,34968,9781,35113,79,58137,1566
82,1004,34968,9781,35109,79,58137,1566
82,1004,34968,9781,35107,79,58137,1566
83,1007,34875,9890,35104,80,58137,1587
83,1007,34875,9890,35096,80,58137,1587
84,1007,34875,9890,35094,80,58137,1587
84,1007,34875,9890,35098,80,58137,1587
85,1007,34875,9890,35098,80,58137,1587
85,1007,34875,9890,35102,80,58137,1587
86,1007,34875,9890,35099,80,58137,1587
86,992,35031,9984,35100,80,58129,1566
87,992,35031,9984,35104,80,58129,1566
87,992,35031,9984,35101,80,58129,1566
88,992,35031,9984,35104,80,58129,1566
88,992,35031,9984,35103,80,58129,1566
89,992,35031,9984,35100,80,58129,1566
89,1021,34624,9992,35100,81,58153,1605
90,1021,34624,9992,35100,81,58153,1605
90,1021,34624,9992,35103,81,58153,1605
91,1021,34624,9992,35102,81,58153,1605
91,1021,34624,9992,35100,81,58153,1605
92,1021,34624,9992,35102,81,58153,1605
92,1021,34624,9992,35105,81,58153,1605
93,1006,35218,9937,35109,81,58145,1590
93,1006,35218,9937,35106,81,58145,1590
94,1006,35218,9937,35109,81,58145,1590
94,1006,35218,9937,35103,81,58145,1590
95,1006,35218,9937,35100,81,58145,1590
95,1006,35218,9937,35104,81,58145,1590
96,1006,35218,9937,35098,81,58145,1590
96,1016,36686,9851,35096,81,58153,1677
97,1016,36686,9851,35091,81,58153,1677
97,1016,36686,9851,35091,81,58153,1677
98,1016,36686,9851,35094,81,58153,1677
98,1016,36686,9851,35094,81,58153,1677
99,1016,36686,9851,35093,81,58153,1677
99,1016,36686,9851,35097,81,58153,1677
100,1005,35374,9859,35100,81,58145,1617
100,1005,35374,9859,35103,81,58145,1617
