elapsed sec.,power,temp. sensor,tmu avg
0,0,55,34518
2,0,55,34520
4,0,55,34508
7,0,55,34514
9,0,56,34527
11,0,56,34524
13,0,56,34526
16,0,56,34520
18,0,56,34514
20,0,57,34516
22,0,57,34514
24,0,57,34520
27,0,57,34521
29,0,57,34511
31,0,57,34517
33,0,57,34524
36,0,57,34517
38,0,58,34508
40,0,58,34506
42,0,58,34494
44,0,58,34484
47,0,58,34495
49,0,58,34499
51,0,58,34496
53,0,59,34490
56,0,59,34477
58,0,59,34468
60,0,59,34454
62,0,59,34444
64,0,59,34451
67,0,59,34475
69,0,59,34481
71,0,59,34468
73,0,60,34464
76,0,60,34462
78,0,60,34459
80,0,60,34452
82,0,60,34452
84,0,60,34449
87,0,60,34446
89,0,60,34450
91,0,60,34459
93,0,61,34460
96,0,61,34443
98,0,61,34437
100,0,61,34453
102,0,61,34462
104,0,61,34458
107,0,61,34454
109,0,61,34450
111,0,61,34454
113,0,62,34442
116,0,62,34421
118,0,62,34419
120,0,62,34425
122,0,62,34420
124,0,62,34412
127,0,62,34404
129,0,62,34396
131,0,62,34400
133,0,63,34412
136,0,63,34425
138,0,63,34424
140,0,63,34427
142,0,63,34435
144,0,63,34422
147,0,63,34407
149,0,63,34404
151,0,63,34401
153,0,64,34395
156,0,64,34393
158,0,64,34397
160,0,64,34399
162,0,64,34403
164,0,64,34405
167,0,64,34392
169,0,64,34382
171,0,64,34376
173,0,65,34369
176,0,65,34384
178,0,65,34393
180,0,65,34398
182,0,65,34403
184,0,65,34399
187,0,65,34400
189,0,65,34401
191,0,65,34406
193,0,65,34402
196,0,65,34395
198,0,66,34394
200,0,66,34388
202,0,66,34382
204,0,66,34378
207,0,66,34367
209,0,66,34364
211,0,66,34366
213,0,66,34368
216,0,66,34372
218,0,67,34379
220,0,67,34380
222,0,67,34378
224,0,67,34375
227,0,67,34375
229,0,67,34368
231,0,67,34355
233,0,67,34354
236,0,67,34362
238,0,68,34370
240,0,68,34350
242,0,68,34336
244,0,68,34346
247,0,68,34355
249,0,68,34359
251,0,68,34352
253,0,68,34349
256,0,68,34351
258,0,68,34353
260,0,68,34360
262,0,69,34354
264,0,69,34348
267,0,69,34362
269,0,69,34369
271,0,69,34360
273,0,69,34363
276,0,69,34361
278,0,69,34346
280,0,69,34354
282,0,69,34360
284,0,69,34353
287,0,70,34350
289,0,70,34340
291,0,70,34339
293,0,70,34343
296,0,70,34342
298,0,70,34342
300,0,70,34342
302,0,70,34344
304,0,70,34339
307,0,70,34344
309,0,71,34347
311,0,71,34340
313,0,71,34349
316,0,71,34352
318,0,71,34340
320,0,71,34333
322,0,71,34333
324,0,71,34324
327,0,71,34315
329,0,71,34310
331,0,72,34308
333,0,72,34309
336,0,72,34321
338,0,72,34327
340,0,72,34325
342,0,72,34334
344,0,72,34334
347,0,72,34322
349,0,72,34314
351,0,72,34316
353,0,72,34314
356,0,73,34316
358,0,73,34320
360,0,73,34314
362,0,73,34313
364,0,73,34315
367,0,73,34314
369,0,73,34309
371,0,73,34303
373,0,73,34304
376,0,73,34296
378,0,73,34285
380,0,74,34286
382,0,74,34285
384,0,74,34281
387,0,74,34285
389,0,74,34293
391,0,74,34301
