timestamp,pow,traw,tmu,cd,cv,ci
0,271,66,35323,9359,1034,4812
28,270,66,35324,9359,1032,4929
29,271,66,35325,9359,1032,5062
31,279,67,35326,9343,1032,5077
32,261,67,35326,9359,1033,5015
34,272,67,35326,9359,1032,4972
36,266,67,35326,9359,1034,5030
37,279,67,35325,9343,1032,5030
39,217,68,35325,9359,1033,5038
41,268,68,35323,9351,1032,5007
42,268,68,35321,9343,1033,4898
44,281,68,35321,9359,1032,4995
46,267,68,35321,9359,1034,4949
47,274,68,35319,9359,1033,5034
49,276,69,35319,9367,1034,5042
51,279,69,35318,9375,1034,5081
52,282,69,35318,9375,1032,5183
54,277,69,35317,9375,1034,5128
55,275,69,35318,9375,1034,5026
57,277,69,35317,9359,1034,5046
59,277,69,35318,9375,1033,5046
60,273,70,35319,9375,1032,4980
62,275,70,35320,9359,1032,5152
64,271,70,35319,9375,1034,5038
65,283,70,35321,9375,1032,5159
67,279,70,35322,9375,1034,5034
69,272,70,35323,9375,1034,5062
70,278,70,35323,9375,1033,5108
72,283,71,35323,9375,1032,5120
73,272,71,35323,9375,1033,5046
75,276,71,35321,9367,1033,5163
77,279,71,35319,9375,1032,5136
78,271,71,35318,9375,1034,5046
80,279,71,35316,9375,1034,5038
82,277,71,35315,9375,1032,4945
83,275,71,35314,9375,1032,5156
85,276,72,35312,9375,1033,5140
87,285,72,35310,9375,1033,5120
88,288,72,35309,9375,1032,5175
90,277,72,35309,9359,1032,5054
92,273,72,35307,9375,1033,5069
93,283,72,35306,9375,1033,5253
95,273,72,35305,9375,1034,5214
96,276,73,35304,9375,1032,5159
98,280,73,35303,9375,1032,5199
100,277,73,35303,9375,1033,5140
101,272,73,35302,9375,1034,5136
103,289,73,35302,9375,1033,5195
105,271,73,35301,9375,1034,5101
106,284,73,35300,9375,1033,5113
108,281,73,35299,9375,1033,5140
110,277,73,35299,9375,1032,5144
111,274,74,35298,9375,1032,5101
113,279,74,35298,9375,1034,5159
115,217,74,35298,9375,1034,5077
116,273,74,35299,9375,1032,5136
118,273,74,35298,9375,1033,5156
119,282,74,35297,9375,1034,5124
121,267,74,35297,9375,1033,5097
123,278,74,35296,9375,1033,5159
124,278,75,35295,9375,1033,5148
126,266,75,35294,9375,1034,5038
128,275,75,35294,9375,1034,5198
129,269,75,35293,9375,1032,5159
131,273,75,35292,9375,1032,5156
133,270,75,35291,9375,1034,5113
134,273,75,35291,9375,1033,5127
136,274,75,35290,9390,1035,5148
137,270,76,35290,9375,1034,5113
139,272,76,35291,9390,1034,5187
141,267,76,35291,9382,1033,5120
142,274,76,35289,9375,1032,5225
144,221,76,35290,9375,1034,5152
146,269,76,35290,9375,1034,5195
147,276,76,35289,9390,1033,5159
149,276,76,35290,9375,1033,5182
151,273,76,35291,9375,1034,5092
152,274,77,35291,9390,1034,5155
154,275,77,35291,9375,1034,5210
156,275,77,35292,9390,1033,5179
157,273,77,35292,9390,1033,5019
159,274,77,35292,9390,1034,5171
160,270,77,35292,9375,1032,5144
162,269,77,35291,9375,1033,5101
164,277,77,35291,9375,1033,5202
165,274,77,35291,9375,1035,5233
167,275,78,35290,9390,1034,5237
169,285,78,35290,9375,1034,5319
170,280,78,35289,9390,1032,5342
172,278,78,35290,9390,1034,5202
174,277,78,35290,9390,1034,5238
175,277,78,35289,9390,1032,5218
177,287,78,35288,9375,1034,5319
179,282,78,35285,9382,1033,5312
180,278,78,35283,9390,1034,5342
182,272,79,35283,9390,1033,5198
183,276,79,35282,9390,1033,5276
185,275,79,35280,9390,1032,5242
187,280,79,35279,9390,1034,5210
188,270,79,35279,9390,1033,5264
190,273,79,35279,9390,1034,5222
192,276,79,35279,9390,1034,5218
193,276,79,35278,9390,1035,5280
195,275,79,35277,9390,1034,5284
197,278,80,35277,9390,1033,5355
198,283,80,35276,9390,1035,5378
200,279,80,35276,9390,1034,5319
202,270,80,35274,9390,1034,5268
203,228,80,35275,9390,1034,5351
205,279,80,35276,9390,1033,5366
206,286,80,35276,9390,1034,5386
208,280,80,35274,9390,1034,5292
210,280,80,35274,9390,1034,5409
211,281,81,35275,9390,1032,5394
213,281,81,35275,9390,1034,5378
215,271,81,35274,9390,1034,5253
216,275,81,35273,9390,1034,5378
218,278,81,35272,9390,1034,5347
220,280,81,35272,9390,1033,5272
221,284,81,35271,9390,1035,5343
223,286,81,35271,9398,1035,5402
225,286,81,35271,9406,1034,5335
226,288,81,35270,9390,1034,5429
228,279,82,35271,9406,1033,5382
229,278,82,35271,9390,1034,5331
231,291,82,35271,9398,1034,5495
233,282,82,35271,9390,1035,5320
234,282,82,35271,9390,1034,5327
236,279,82,35270,9406,1034,5366
238,279,82,35269,9406,1035,5390
239,281,82,35270,9390,1033,5425
241,283,82,35270,9406,1034,5354
243,288,83,35271,9406,1034,5398
244,276,83,35271,9406,1034,5304
246,283,83,35271,9406,1033,5366
247,276,83,35271,9406,1035,5409
249,278,83,35271,9390,1035,5382
251,282,83,35271,9390,1033,5382
252,279,83,35271,9390,1034,5350
254,283,83,35270,9406,1035,5413
256,277,83,35269,9390,1035,5394
257,279,83,35268,9406,1036,5358
259,284,83,35268,9406,1034,5394
261,286,84,35268,9406,1033,5433
262,279,84,35268,9390,1033,5413
264,279,84,35267,9406,1033,5362
266,279,84,35266,9406,1034,5405
267,281,84,35266,9406,1034,5394
269,279,84,35267,9406,1034,5433
270,276,84,35265,9406,1036,5319
272,286,84,35264,9406,1034,5390
274,286,84,35263,9406,1034,5390
275,280,84,35262,9406,1033,5523
277,276,85,35261,9406,1035,5284
279,287,85,35259,9390,1034,5511
280,280,85,35258,9406,1034,5413
282,282,85,35257,9406,1034,5507
284,287,85,35257,9406,1034,5421
285,284,85,35255,9406,1035,5405
287,279,85,35254,9390,1034,5409
289,281,85,35252,9406,1034,5402
290,286,85,35252,9406,1035,5378
292,289,85,35251,9406,1034,5468
293,277,86,35250,9406,1035,5390
295,277,86,35248,9406,1035,5456
297,280,86,35247,9406,1034,5398
298,276,86,35245,9406,1033,5405
300,282,86,35245,9406,1035,5449
302,272,86,35244,9406,1034,5327
303,286,86,35244,9406,1035,5409
305,275,86,35243,9406,1033,5405
307,273,86,35241,9406,1035,5280
308,283,86,35238,9390,1033,5425
310,284,86,35235,9398,1033,5476
311,269,87,35232,9406,1033,5319
313,277,87,35229,9406,1034,5429
315,276,87,35227,9390,1032,5394
316,276,87,35225,9406,1033,5328
318,277,87,35224,9406,1035,5366
320,280,87,35222,9390,1033,5316
321,279,87,35219,9390,1034,5402
323,283,87,35218,9406,1035,5460
325,276,87,35217,9406,1034,5300
326,274,87,35215,9406,1035,5347
328,281,88,35214,9406,1034,5355
330,276,88,35212,9406,1034,5398
331,286,88,35211,9390,1034,5483
333,280,88,35210,9406,1033,5390
334,285,88,35209,9406,1034,5405
336,277,88,35210,9406,1035,5428
338,286,88,35211,9406,1033,5484
339,283,88,35213,9406,1033,5519
341,278,88,35213,9406,1034,5362
343,284,88,35215,9406,1035,5441
344,282,88,35215,9406,1034,5409
346,282,88,35215,9406,1036,5437
348,284,89,35216,9406,1034,5398
349,283,89,35215,9406,1034,5448
351,272,89,35216,9406,1034,5394
353,286,89,35215,9390,1032,5390
354,282,89,35214,9398,1033,5452
356,283,89,35213,9406,1034,5432
357,274,89,35213,9406,1035,5409
359,277,89,35213,9406,1034,5409
361,272,89,35214,9406,1034,5300
362,274,89,35214,9406,1033,5382
364,277,89,35213,9406,1035,5428
366,281,90,35212,9406,1033,5429
367,282,90,35210,9406,1035,5409
369,285,90,35209,9406,1036,5409
371,281,90,35208,9406,1035,5492
372,277,90,35206,9406,1034,5398
374,228,90,35203,9406,1035,5386
376,273,90,35202,9406,1033,5351
377,280,90,35200,9406,1034,5432
379,281,90,35199,9406,1034,5398
380,280,90,35198,9406,1034,5394
382,278,90,35198,9406,1034,5421
384,291,91,35197,9406,1032,5476
385,281,91,35195,9406,1034,5410
387,278,91,35195,9406,1035,5358
389,280,91,35193,9406,1033,5441
390,283,91,35193,9406,1036,5468
392,278,91,35193,9406,1034,5425
394,280,91,35193,9413,1034,5472
395,285,91,35193,9406,1034,5519
397,271,91,35195,9406,1034,5355
398,280,91,35196,9406,1034,5511
400,288,91,35196,9406,1034,5471
402,282,91,35196,9406,1035,5534
403,280,91,35197,9406,1034,5441
405,277,92,35198,9421,1035,5421
407,277,92,35197,9406,1035,5402
408,289,92,35196,9406,1035,5557
410,281,92,35197,9421,1033,5464
412,284,92,35198,9413,1035,5436
413,284,92,35197,9421,1034,5538
415,281,92,35198,9421,1036,5409
417,287,92,35199,9421,1035,5535
418,282,92,35199,9406,1034,5406
420,286,92,35199,9406,1035,5539
421,289,92,35199,9406,1036,5561
423,279,92,35198,9421,1035,5480
425,292,93,35199,9421,1034,5643
426,280,93,35200,9406,1034,5475
428,281,93,35200,9421,1034,5429
430,278,93,35200,9421,1035,5491
431,277,93,35200,9406,1035,5472
433,284,93,35200,9421,1035,5554
435,285,93,35200,9413,1035,5549
436,291,93,35199,9421,1034,5659
438,286,93,35198,9421,1034,5589
440,285,93,35198,9421,1034,5554
441,290,93,35199,9421,1035,5624
443,287,93,35198,9421,1035,5659
444,285,93,35198,9421,1034,5566
446,283,93,35199,9421,1036,5557
448,290,94,35198,9413,1035,5612
449,283,94,35197,9421,1034,5577
451,293,94,35196,9421,1036,5608
453,285,94,35195,9421,1035,5620
454,284,94,35195,9421,1034,5617
456,286,94,35194,9421,1035,5522
458,286,94,35193,9421,1034,5609
459,290,94,35194,9421,1034,5569
461,291,94,35193,9421,1034,5565
462,296,94,35194,9421,1035,5691
464,285,94,35194,9421,1033,5605
466,285,94,35193,9421,1034,5530
467,285,95,35191,9421,1034,5635
469,281,95,35190,9421,1034,5574
471,288,95,35188,9421,1035,5581
472,282,95,35186,9421,1035,5495
474,291,95,35184,9421,1034,5753
476,286,95,35184,9429,1036,5523
477,292,95,35184,9421,1034,5718
479,292,95,35182,9437,1035,5726
481,290,95,35180,9437,1036,5703
482,295,95,35179,9437,1034,5741
484,289,95,35178,9437,1034,5753
485,284,95,35177,9429,1034,5569
487,289,95,35177,9421,1035,5706
489,293,96,35176,9421,1033,5734
490,292,96,35174,9421,1034,5717
492,293,96,35174,9437,1034,5710
494,286,96,35174,9437,1035,5675
495,293,96,35173,9437,1035,5718
497,295,96,35173,9437,1035,5773
499,288,96,35172,9437,1036,5585
500,288,96,35171,9421,1034,5612
502,285,96,35170,9421,1034,5624
504,288,96,35169,9437,1036,5620
505,290,96,35171,9437,1035,5636
507,291,96,35170,9421,1035,5616
508,291,96,35170,9421,1035,5667
510,289,97,35169,9437,1035,5722
512,292,97,35168,9421,1034,5690
513,293,97,35167,9437,1036,5717
515,289,97,35165,9421,1033,5753
517,287,97,35163,9437,1035,5608
518,289,97,35160,9421,1033,5628
520,288,97,35157,9437,1035,5753
522,288,97,35157,9437,1035,5726
523,292,97,35155,9421,1034,5714
525,294,97,35154,9421,1033,5733
526,288,97,35153,9421,1033,5690
528,292,97,35151,9429,1034,5714
530,291,97,35149,9421,1035,5742
531,287,98,35146,9421,1035,5570
533,302,98,35144,9421,1033,5811
535,298,98,35143,9437,1034,5831
536,301,98,35143,9437,1034,5803
538,293,98,35142,9421,1035,5671
540,294,98,35141,9437,1035,5788
541,298,98,35142,9437,1034,5713
543,290,98,35143,9437,1034,5710
545,294,98,35143,9421,1034,5780
546,291,98,35142,9437,1035,5760
548,294,98,35141,9421,1033,5772
549,289,98,35139,9437,1034,5663
551,298,98,35138,9437,1035,5819
553,298,99,35138,9421,1035,5820
554,300,99,35138,9437,1036,5761
556,289,99,35137,9421,1035,5757
558,287,99,35136,9421,1033,5800
559,301,99,35136,9437,1035,5765
561,291,99,35135,9421,1035,5780
563,284,99,35133,9437,1035,5635
564,287,99,35132,9437,1035,5726
566,297,99,35131,9421,1034,5757
568,294,99,35128,9421,1034,5800
569,298,99,35126,9421,1033,5862
571,296,99,35124,9421,1032,5827
572,299,99,35122,9437,1033,5855
574,296,99,35120,9421,1034,5757
576,294,99,35118,9437,1035,5765
577,289,99,35118,9437,1034,5710
579,292,100,35115,9421,1034,5722
581,295,100,35113,9421,1034,5799
582,297,100,35111,9437,1034,5874
584,298,100,35110,9437,1033,5870
586,284,100,35109,9437,1034,5753
587,296,100,35108,9437,1035,5862
589,289,100,35107,9421,1034,5815
590,289,100,35105,9437,1035,5675
592,294,100,35105,9421,1033,5894
594,295,100,35104,9437,1035,5863
595,298,100,35104,9437,1035,5843
597,297,100,35104,9421,1033,5792
599,296,100,35103,9429,1035,5800
600,299,100,35102,9437,1033,5948
602,292,100,35102,9421,1034,5772
604,302,101,35100,9421,1032,5866
605,298,101,35099,9437,1035,5921
607,294,101,35099,9437,1036,5815
609,292,101,35099,9437,1033,5768
610,299,101,35098,9421,1032,5944
612,297,101,35097,9437,1035,5882
613,289,101,35095,9421,1034,5772
615,297,101,35094,9421,1033,5851
617,300,101,35092,9437,1034,5866
618,298,101,35091,9437,1034,5832
620,300,101,35089,9437,1032,5886
622,295,101,35088,9445,1035,5804
623,302,101,35088,9437,1035,5901
625,293,101,35088,9437,1035,5776
627,299,101,35089,9453,1036,5819
628,295,102,35089,9437,1033,5921
630,297,102,35089,9437,1035,5839
632,298,102,35090,9437,1033,5972
633,298,102,35090,9437,1034,5909
635,302,102,35090,9453,1034,5874
636,301,102,35090,9437,1033,5874
638,309,102,35089,9453,1035,6007
640,299,102,35089,9445,1034,5901
641,304,102,35089,9437,1034,5925
643,297,102,35090,9445,1034,5859
645,294,102,35091,9437,1035,5890
646,295,102,35091,9437,1035,5854
648,300,102,35091,9437,1035,5878
650,294,102,35090,9437,1033,5773
651,287,102,35090,9453,1034,5699
653,291,103,35090,9445,1034,5820
654,295,103,35090,9453,1034,5835
656,298,103,35090,9453,1035,5870
658,296,103,35090,9437,1034,5901
659,295,103,35090,9437,1033,5866
661,300,103,35089,9445,1034,5808
663,298,103,35090,9453,1034,5898
664,300,103,35091,9437,1033,5945
666,293,103,35091,9453,1035,5859
668,298,103,35092,9437,1032,5885
669,308,103,35090,9453,1035,6034
671,298,103,35089,9453,1034,5890
673,294,103,35091,9453,1033,5921
674,295,103,35090,9437,1034,5863
676,302,103,35090,9453,1034,6015
677,300,104,35089,9453,1034,6014
679,306,104,35089,9453,1034,5944
681,301,104,35089,9453,1035,5898
682,305,104,35089,9453,1034,6014
684,299,104,35089,9453,1034,6038
686,303,104,35089,9453,1033,5992
687,297,104,35090,9453,1035,5811
689,304,104,35090,9453,1035,6066
691,300,104,35090,9453,1035,6034
692,295,104,35090,9453,1034,6030
694,306,104,35092,9453,1034,6011
696,303,104,35092,9453,1034,5995
697,308,104,35093,9445,1034,6003
699,302,104,35091,9453,1035,6022
700,305,104,35091,9453,1033,6058
702,303,104,35091,9453,1034,5960
704,304,105,35092,9453,1034,5945
705,299,105,35092,9453,1035,5944
707,302,105,35090,9445,1034,5960
709,302,105,35089,9453,1033,5995
710,309,105,35090,9437,1034,6007
