elapsed sec.,power,temp. sensor,tmu avg
0,0,57,33424
2,0,57,33429
4,0,58,33430
7,0,58,33423
9,0,58,33422
11,0,58,33433
13,0,58,33438
16,0,58,33432
18,0,58,33425
20,0,58,33420
22,0,59,33421
24,0,59,33423
27,0,59,33420
29,0,59,33413
31,0,59,33413
33,0,59,33416
36,0,59,33416
38,0,59,33415
40,0,59,33419
42,0,60,33422
44,0,60,33423
47,0,60,33424
49,0,60,33422
51,0,60,33415
53,0,60,33408
56,0,60,33404
58,0,60,33395
60,0,60,33394
62,0,61,33390
65,0,61,33395
67,0,61,33402
69,0,61,33396
71,0,61,33395
73,0,61,33408
76,0,61,33418
78,0,61,33412
80,0,61,33407
82,0,62,33406
85,0,62,33404
87,0,62,33405
89,0,62,33407
91,0,62,33406
93,0,62,33398
96,0,62,33401
98,0,62,33410
100,0,62,33414
102,0,62,33414
105,0,63,33405
107,0,63,33402
109,0,63,33396
111,0,63,33394
113,0,63,33399
116,0,63,33394
118,0,63,33387
120,0,63,33389
122,0,63,33388
125,0,64,33393
127,0,64,33406
129,0,64,33407
131,0,64,33406
133,0,64,33408
136,0,64,33406
138,0,64,33405
140,0,64,33406
142,0,64,33409
145,0,65,33404
147,0,65,33403
149,0,65,33409
151,0,65,33401
153,0,65,33400
156,0,65,33408
158,0,65,33412
160,0,65,33420
162,0,65,33418
165,0,65,33413
167,0,66,33408
169,0,66,33406
171,0,66,33412
173,0,66,33413
176,0,66,33407
178,0,66,33407
180,0,66,33411
182,0,66,33410
185,0,66,33413
187,0,66,33415
189,0,67,33414
191,0,67,33409
193,0,67,33403
196,0,67,33393
198,0,67,33386
200,0,67,33390
202,0,67,33397
205,0,67,33403
207,0,67,33394
209,0,68,33400
211,0,68,33408
213,0,68,33398
216,0,68,33387
218,0,68,33378
220,0,68,33378
222,0,68,33375
225,0,68,33376
227,0,68,33386
229,0,68,33384
231,0,69,33385
233,0,69,33391
236,0,69,33388
238,0,69,33386
240,0,69,33391
242,0,69,33388
245,0,69,33377
247,0,69,33371
249,0,69,33359
251,0,69,33349
253,0,70,33350
256,0,70,33360
258,0,70,33373
260,0,70,33375
262,0,70,33371
265,0,70,33377
267,0,70,33385
269,0,70,33378
271,0,70,33369
273,0,70,33366
276,0,70,33369
278,0,71,33367
280,0,71,33365
282,0,71,33373
285,0,71,33376
287,0,71,33372
289,0,71,33368
291,0,71,33368
293,0,71,33369
296,0,71,33365
298,0,71,33364
300,0,72,33363
302,0,72,33360
